player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Brendon Ayanbadejo,542,LB,BLT,8,5,0,72.7,0,0,3,0,0,83.5,77.8,77.3,65.9,59.3,79.3,1,4,0,0,13,6.7,2,1,0,77.1,8,1,0,170,0,96,187,10,0,0,10,0,0,177,30,61,7,12,23,1,11,6,0,38,31,4.8
Brian Urlacher,587,LB,CHI,12,9,2,69.4,0,2,6,2,0,84.1,60.5,25.1,50.1,34.8,70.1,0,4,1,1,22,12.5,10,5,2,74.6,34,0,0,701,0,403,716,1,0,0,1,0,6,715,57,256,8,34,61,9,49,4,0,273,143,8.0
John Abraham,591,ED,ATL,18,5,7,100.0,1,6,2,0,0,67.8,79.1,17.0,87.0,60.3,51.2,8,38,0,0,25,15.6,5,0,6,115.6,4,10,0,308,0,36,788,479,0,0,310,169,0,309,461,291,1,27,22,6,4,56,0,47,30,11.8
Clark Haggans,670,ED,SF,11,0,0,,0,0,28,0,0,71.7,62.7,75.2,53.0,63.2,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,14,0,3,49,33,0,0,23,10,0,16,30,16,2,1,2,0,0,0,0,0,0,
Paris Lenon,751,LB,ARZ,16,12,1,77.4,0,1,1,1,0,53.2,50.9,92.2,58.4,49.2,60.6,4,14,0,1,72,11.2,13,2,0,129.1,24,2,0,917,4,372,1014,59,0,0,59,0,2,955,181,461,32,46,91,2,31,20,3,325,198,13.5
Justin Smith,776,DI,SF,17,16,2,0.0,0,1,28,1,0,67.1,65.2,68.0,52.8,74.7,78.4,6,23,0,0,,2.6,2,1,2,39.6,0,4,0,0,0,8,996,996,2,28,0,941,0,0,633,355,0,44,58,7,1,33,0,0,0,
Richard Seymour,778,DI,OAK,8,1,1,100.0,0,0,23,2,0,57.3,71.9,31.0,65.5,77.5,42.3,2,7,0,0,6,13.3,2,0,3,91.7,1,3,0,1,0,5,348,347,4,307,0,33,0,1,213,130,0,12,12,2,1,12,0,6,0,6.0
Andre Carter,779,ED,OAK,12,5,0,100.0,0,1,23,0,0,61.4,68.0,81.4,64.0,64.5,77.2,5,8,0,0,22,0.0,0,0,0,118.8,1,3,0,1,0,10,316,314,0,1,6,307,0,2,180,126,1,13,12,3,1,16,0,22,19,22.0
Casey Hampton,789,DI,PIT,16,6,0,,0,0,25,0,0,59.8,55.0,38.2,51.1,61.7,78.1,1,2,0,0,,0.0,0,0,3,0.0,0,0,0,0,0,1,494,494,464,17,0,8,0,0,233,260,0,11,12,5,0,3,0,0,0,
Nate Clements,791,S,CIN,15,7,0,65.6,0,1,7,0,0,64.2,63.1,84.8,53.9,57.3,68.4,1,1,0,1,28,10.8,7,6,2,73.2,21,0,0,85,129,380,663,0,0,0,0,0,289,663,17,266,160,9,51,0,32,2,0,226,73,10.8
Ryan Pickett,799,DI,GB,18,9,1,,0,0,12,0,0,61.9,67.3,57.4,52.2,73.7,80.7,1,5,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,2,645,645,281,46,0,315,0,0,270,373,0,26,37,2,0,6,0,0,0,
Kyle Vanden Bosch,804,ED,DET,16,3,1,,1,0,11,0,0,64.7,41.8,23.7,56.9,37.0,49.5,13,12,0,0,,19.4,6,0,5,0.0,0,4,1,1,0,2,641,640,0,4,6,630,0,1,383,256,0,17,22,6,0,29,0,0,0,
Adrian Wilson,831,S,ARZ,15,5,0,44.4,0,0,1,0,0,63.7,60.6,25.5,79.3,50.2,76.8,1,5,0,1,80,9.6,5,2,3,78.8,12,3,0,399,6,372,846,1,0,0,0,1,382,845,42,432,58,14,42,2,27,9,2,197,102,16.4
Ron Edwards,838,DI,CAR,11,1,0,,0,0,5,0,0,60.0,52.4,84.5,57.9,48.9,41.9,1,3,0,0,,8.3,1,0,0,0.0,0,1,0,0,0,0,315,315,33,262,0,20,0,0,152,163,0,7,10,0,0,5,0,0,0,
Patrick Chukwurah,895,ED,SEA,1,0,0,,0,0,29,0,0,60.0,30.4,69.1,54.9,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,5,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,
Juqua Parker,995,ED,CLV,16,0,0,33.3,1,2,8,1,0,60.5,72.2,39.5,72.2,65.7,43.4,8,30,0,0,6,21.1,4,0,4,42.4,1,6,0,9,0,10,528,519,0,0,18,501,0,9,394,124,0,17,15,5,3,44,0,6,10,6.0
Julius Peppers,1010,ED,CHI,16,2,2,100.0,0,1,6,4,0,66.4,74.4,42.8,76.2,61.3,79.9,7,37,0,0,-1,3.7,1,0,4,79.2,2,13,0,2,0,11,783,781,2,68,3,708,0,2,508,264,0,30,24,4,2,57,0,-4,5,-2.0
Quentin Jammer,1013,CB,SD,16,5,0,56.7,0,1,27,3,1,50.1,54.0,88.7,57.3,72.0,72.3,0,0,1,3,55,7.4,5,6,9,94.4,59,0,0,55,877,624,989,0,0,0,0,0,4,989,1,364,53,18,58,2,104,0,8,783,212,13.3
Dwight Freeney,1019,ED,IND,15,3,1,0.0,0,1,14,0,0,67.8,70.3,63.6,73.1,55.7,77.0,9,34,0,0,,8.3,1,0,2,39.6,0,5,0,18,0,26,747,729,0,0,146,583,0,18,466,255,0,12,8,4,1,48,0,0,0,
Bryan Thomas,1029,ED,NYJ,12,2,1,50.0,0,0,22,0,0,51.7,70.1,83.3,62.4,73.0,72.5,2,6,0,0,14,4.8,1,0,0,59.0,3,2,0,11,0,40,372,351,0,0,151,200,0,21,116,216,10,13,18,5,6,10,0,22,22,7.3
Edward Reed,1031,S,BLT,20,12,1,63.2,0,0,3,3,0,82.4,73.0,2.4,59.9,64.8,47.1,0,2,1,5,55,19.3,21,7,5,87.1,24,0,0,133,7,778,1376,0,0,0,0,0,1183,1376,24,574,53,14,76,1,38,2,3,416,134,17.3
Sheldon Brown,1066,CB,CLV,15,2,0,57.8,0,1,8,2,0,72.3,79.5,65.3,98.8,81.4,79.1,0,0,1,3,54,7.5,5,10,8,81.5,52,1,0,91,758,537,879,0,0,0,0,0,6,879,4,338,24,15,60,3,90,1,4,655,166,12.6
Will Witherspoon,1079,LB,TEN,11,8,0,80.0,0,1,31,0,0,68.7,62.1,31.5,90.9,43.6,63.1,1,2,1,1,23,13.3,6,1,1,82.5,20,1,0,381,3,202,388,0,0,0,0,0,0,388,27,159,4,12,31,2,25,4,0,195,120,9.8
Chris Hope,1097,S,ATL,9,3,0,83.3,0,0,2,1,0,51.0,48.4,8.9,42.4,61.3,50.6,0,0,0,0,18,19.2,5,0,1,102.8,5,0,0,46,3,159,270,0,0,0,0,0,218,270,11,100,3,3,18,0,6,0,0,52,30,10.4
Larry Foote,1126,LB,PIT,16,14,0,73.9,0,2,25,2,0,65.8,59.7,76.1,59.0,52.2,72.5,5,8,0,0,33,9.3,10,3,1,121.6,34,4,0,881,0,397,967,75,0,0,75,0,1,892,189,381,10,47,83,6,46,17,4,320,174,9.4
Justin Bannan,1134,DI,DEN,17,4,5,,0,1,10,1,0,67.3,74.0,59.7,57.2,76.3,78.6,0,5,0,0,,4.7,2,0,2,0.0,0,0,0,0,0,3,574,574,53,363,0,157,0,0,269,302,0,29,37,3,0,5,0,0,0,
Scott Fujita,1137,LB,CLV,4,1,0,80.0,0,0,8,0,0,61.3,70.8,70.5,63.7,71.8,84.3,0,2,0,0,17,0.0,0,0,0,101.7,4,1,0,112,0,34,122,6,0,0,6,0,0,116,18,70,4,8,13,0,5,3,0,42,29,10.5
Rocky Bernard,1139,DI,NYG,12,8,0,,0,0,21,0,0,63.1,65.2,86.7,63.3,60.3,77.0,1,6,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,386,386,2,361,0,21,0,0,169,217,0,15,19,2,0,8,0,0,0,
Kenyon Coleman,1140,DI,DAL,7,3,0,,0,1,9,0,0,60.5,70.6,42.9,57.4,76.2,61.7,1,4,0,0,,6.7,1,0,1,0.0,0,0,0,0,0,3,164,164,6,3,1,150,0,0,72,89,0,7,11,0,0,5,0,0,0,
Brett Keisel,1204,DI,PIT,16,10,3,,0,0,25,1,0,80.8,55.4,55.1,52.8,59.2,74.8,6,22,0,0,,2.9,1,0,3,0.0,0,5,0,0,0,3,860,860,17,8,0,708,0,0,521,336,0,22,23,4,0,33,0,0,0,
Ryan Clark,1229,S,PIT,15,17,0,65.5,0,2,25,1,0,79.5,83.0,29.4,45.2,90.0,77.3,0,0,0,2,18,10.5,12,3,2,48.5,19,0,0,128,3,521,882,0,0,0,0,0,706,882,17,344,45,32,85,4,29,0,0,143,73,7.5
James Harrison,1251,ED,PIT,13,15,0,68.8,0,2,25,0,0,54.1,68.7,54.9,66.6,76.0,67.3,5,17,0,0,29,9.2,6,0,3,88.5,11,6,0,64,2,189,811,694,0,0,688,6,0,117,310,312,51,40,44,5,16,28,0,112,72,10.2
Ma'ake Kemoeatu,1267,DI,BLT,19,8,2,,0,1,3,0,0,68.1,59.2,85.0,51.8,60.0,71.6,1,1,0,0,,5.9,2,0,0,0.0,0,1,0,0,0,0,541,541,291,119,0,131,0,0,240,301,0,16,24,1,0,3,0,0,0,
Bart Scott,1303,LB,NYJ,15,11,0,81.3,0,0,22,1,0,50.7,61.6,80.7,75.5,61.5,58.4,3,6,0,1,83,16.4,11,0,2,110.4,13,4,0,517,4,165,572,20,0,0,20,0,0,552,70,337,31,36,45,7,16,13,1,188,147,14.5
Terence Newman,1321,CB,CIN,16,6,0,57.7,1,1,7,2,0,73.8,75.6,60.4,53.4,79.9,87.3,0,0,0,2,30,3.6,3,9,4,79.3,56,0,0,86,843,580,944,0,0,0,0,0,1,944,1,363,14,25,74,5,97,0,3,638,254,11.4
Kevin Williams,1325,DI,MIN,17,6,7,0.0,2,0,18,3,0,64.6,67.9,47.7,68.2,64.1,39.3,9,23,0,0,,27.9,12,0,5,39.6,0,2,0,0,0,1,859,859,15,830,0,9,0,0,566,292,0,16,25,4,1,34,0,0,0,
Terrell Suggs,1326,ED,BLT,12,5,4,66.7,0,0,3,0,0,68.3,61.7,46.8,56.0,68.0,77.6,6,16,0,0,13,3.1,1,0,3,78.5,4,4,0,125,0,54,676,550,0,0,328,222,0,126,379,243,1,21,26,1,6,26,0,30,32,7.5
Marcus Trufant,1327,CB,SEA,14,3,0,69.6,0,1,29,1,0,62.9,67.5,84.7,69.8,88.6,79.4,1,5,0,0,26,5.9,2,2,1,86.5,32,0,0,13,9,308,393,0,0,0,0,0,0,393,22,63,371,12,29,0,46,6,0,292,120,9.1
Ty Warren,1329,DI,DEN,1,0,0,,0,0,10,0,0,,56.3,70.7,,57.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
Troy Polamalu,1332,S,PIT,7,2,0,45.5,0,0,25,0,0,73.8,83.0,27.6,80.8,88.8,76.5,0,3,0,1,21,13.5,5,0,1,20.6,5,1,0,119,0,231,386,0,0,0,0,0,204,386,14,141,63,10,30,1,11,4,0,49,28,9.8
Calvin Pace,1334,ED,NYJ,16,9,1,80.0,0,0,22,1,0,49.0,62.9,86.1,57.2,71.3,39.9,4,25,0,0,30,18.0,9,1,1,107.5,20,3,0,322,0,182,1005,646,0,3,269,374,0,359,353,470,37,20,32,3,25,32,1,165,127,8.3
Nick Barnett,1345,LB,BUF,16,19,0,86.0,0,2,4,0,0,64.3,68.2,80.0,54.5,71.3,83.3,0,3,0,0,29,5.8,6,1,0,129.8,43,2,0,893,2,500,999,71,0,0,71,0,4,928,66,433,29,46,78,8,50,5,4,438,258,10.2
Nnamdi Asomugha,1347,CB,PHI,16,7,0,66.7,1,0,24,0,0,47.2,53.8,90.0,52.1,77.8,66.8,0,0,0,1,63,10.9,7,9,7,120.6,44,0,0,84,810,547,984,0,0,0,0,0,1,984,2,435,89,18,50,3,66,0,5,698,305,15.9
Charles Tillman,1351,CB,CHI,16,4,0,63.9,0,10,6,2,0,91.9,92.2,65.9,56.9,83.1,82.8,0,0,3,3,28,4.8,4,11,2,77.7,62,0,0,81,803,580,921,0,0,0,0,0,0,921,2,339,37,23,76,2,97,0,3,581,189,9.4
Rashean Mathis,1355,CB,JAX,12,2,0,61.0,1,0,15,0,0,54.4,57.3,85.9,,71.0,61.9,0,0,0,0,59,12.0,3,5,5,111.0,25,0,0,34,430,302,476,0,0,0,0,0,2,476,0,174,10,4,20,0,41,0,2,412,99,16.5
Drayton Florence,1362,CB,DET,8,1,0,63.2,0,0,11,0,0,57.5,55.5,25.2,59.0,53.2,28.3,0,0,0,1,60,32.0,8,5,2,98.1,24,0,0,29,198,214,303,0,0,0,0,0,7,303,1,88,69,6,16,2,38,0,2,336,145,14.0
Chris Kelsay,1364,ED,BUF,9,5,0,100.0,0,0,4,0,0,76.2,65.9,56.9,65.4,56.5,56.8,1,10,0,0,24,7.1,1,0,1,118.8,1,2,1,6,0,7,289,283,0,3,4,276,0,6,143,139,0,7,8,2,1,13,0,24,11,24.0
Bryan Scott,1370,LB,BUF,16,11,0,62.5,1,2,4,2,0,78.2,67.2,79.0,55.4,46.3,73.4,1,1,1,4,28,6.7,4,3,1,59.4,35,0,0,457,6,391,591,12,0,0,12,0,8,579,29,171,108,21,45,1,56,2,1,391,148,11.2
Osi Umenyiora,1371,ED,NYG,16,11,0,100.0,2,2,21,0,0,70.8,68.9,46.0,71.9,51.9,65.6,7,32,0,0,-2,7.7,3,0,3,79.2,1,6,0,4,0,6,635,629,0,3,7,619,0,6,421,208,2,23,25,3,1,45,0,-2,1,-2.0
Cory Redding,1381,DI,IND,15,8,5,,0,1,14,1,0,63.8,54.2,49.1,60.0,51.0,66.1,4,11,0,0,,5.4,2,0,2,0.0,0,2,0,0,0,3,634,634,40,182,0,382,0,0,405,226,0,22,27,3,0,17,0,0,0,
Lance Briggs,1383,LB,CHI,16,16,2,68.4,0,2,6,0,0,73.3,70.0,60.2,69.7,62.8,78.6,0,8,2,2,32,8.2,9,6,1,80.0,52,2,0,940,5,568,1007,0,0,0,0,0,0,1007,78,361,62,46,85,6,76,10,1,502,305,9.7
Chris Crocker,1399,S,CIN,13,3,0,52.4,1,0,7,1,0,69.3,70.3,45.0,53.0,73.0,71.7,1,2,0,3,46,14.0,6,2,1,41.3,11,0,0,75,2,373,600,0,0,0,0,0,471,600,16,211,52,6,34,1,21,3,0,177,67,16.1
Bradie James,1416,LB,HST,17,13,0,75.7,0,1,13,2,0,61.2,59.3,59.3,55.7,60.3,76.4,3,9,0,0,28,8.6,7,2,3,120.3,28,0,0,687,7,287,752,14,0,0,13,1,1,738,148,317,43,35,61,5,37,12,3,250,208,8.9
Jarret Johnson,1421,ED,SD,15,5,0,84.6,0,1,27,0,0,53.7,64.0,86.2,66.6,62.6,49.7,3,6,0,0,36,13.2,5,0,0,107.7,11,2,0,20,0,113,513,482,0,0,359,123,0,31,153,247,11,22,28,2,13,11,0,128,106,11.6
Terrence McGee,1423,CB,BUF,7,2,0,68.8,0,0,4,0,0,46.8,47.9,81.0,,54.9,38.4,0,0,0,0,28,22.2,2,1,0,99.7,11,0,0,11,122,88,142,0,0,0,0,0,1,142,0,54,8,0,5,0,16,0,0,155,47,14.1
Nick Eason,1426,DI,ARZ,16,3,0,,0,0,1,0,0,,45.9,51.8,54.7,46.9,74.3,0,3,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,218,218,83,15,0,120,0,0,98,120,0,3,4,0,0,4,0,0,0,
Asante Samuel,1432,CB,ATL,17,1,0,56.2,0,0,2,0,0,80.1,72.8,65.0,49.8,30.7,25.6,0,0,1,5,49,36.7,22,8,2,66.1,50,0,0,58,831,553,924,0,0,0,0,0,7,924,2,369,28,11,37,0,89,0,2,708,202,14.2
Ike Taylor,1437,CB,PIT,12,4,0,44.1,1,0,25,0,0,65.9,68.3,56.2,51.7,79.0,63.5,0,0,0,1,71,11.4,4,10,7,84.5,30,0,0,35,580,381,646,0,0,0,0,0,6,646,3,262,25,5,27,1,68,0,5,445,161,14.8
Robert Mathis,1447,ED,IND,13,3,1,70.0,0,1,14,0,0,33.1,59.5,46.0,77.6,51.5,56.8,5,19,0,1,24,13.3,4,0,2,62.9,7,9,0,186,0,83,682,479,0,0,267,212,0,203,319,280,17,27,23,4,10,33,0,101,77,14.4
Aubrayo Franklin,1455,DI,SD,12,1,1,,0,0,27,0,0,47.1,72.0,82.0,60.3,74.3,36.3,0,5,0,0,,13.6,3,0,0,0.0,0,0,0,0,0,6,279,279,259,2,0,17,0,0,126,147,0,16,18,0,0,5,0,0,0,
Antonio Garay,1497,DI,SD,8,1,0,,0,0,27,0,0,60.0,61.0,8.2,74.1,55.7,55.3,4,7,0,0,,10.0,1,0,2,0.0,0,1,0,0,0,1,147,147,49,23,0,75,0,0,76,70,0,7,8,0,0,12,0,0,0,
Yeremiah Bell,1513,S,NYJ,16,10,0,63.0,0,0,22,3,0,60.4,62.8,85.2,57.1,65.5,77.8,0,3,0,0,36,10.4,10,3,2,88.2,17,1,0,195,9,535,1058,0,0,0,0,0,783,1058,34,489,71,17,76,2,27,4,0,218,59,12.8
Mario Haggan,1526,LB,SL,10,3,0,100.0,0,1,26,0,0,29.7,40.2,69.9,78.0,50.5,45.7,0,0,0,0,14,18.2,2,0,1,112.5,4,1,0,69,0,26,75,2,0,0,2,0,0,73,9,40,4,5,6,1,4,1,0,44,33,11.0
Chris Johnson,1539,CB,BLT,4,0,0,35.7,0,1,3,0,0,44.7,47.6,78.8,,66.9,80.2,0,0,0,0,13,0.0,0,0,1,68.2,5,0,0,0,77,56,79,0,0,0,0,0,0,79,0,23,2,3,7,0,14,0,1,40,9,8.0
Scott Shanle,1545,LB,NO,7,5,0,90.9,0,0,20,0,0,53.8,49.6,72.2,62.9,47.8,69.7,0,1,0,0,16,9.1,2,1,0,136.4,10,1,0,200,0,91,218,1,0,0,1,0,0,217,10,117,17,5,15,0,11,2,1,104,64,10.4
Chris Clemons,1585,ED,SEA,17,8,4,100.0,0,3,29,1,0,65.7,78.9,37.2,90.0,54.4,49.8,11,37,0,0,18,17.6,6,0,5,105.8,5,11,0,11,0,59,893,882,0,0,69,813,0,11,524,310,0,24,20,0,5,59,0,47,26,9.4
Joselio Hanson,1619,CB,OAK,15,2,1,81.7,0,1,23,2,0,79.0,76.6,86.3,51.6,63.2,74.6,2,1,0,2,44,9.8,6,1,0,108.1,49,0,0,27,48,351,553,0,0,0,0,0,4,553,37,165,474,19,53,2,60,3,3,557,224,11.4
Israel Idonije,1632,ED,CHI,16,6,0,100.0,0,1,6,0,0,60.7,76.6,44.4,77.0,68.4,61.9,5,37,0,0,11,5.7,2,0,4,112.5,1,9,0,1,0,6,712,711,0,246,1,464,0,1,469,237,0,30,27,3,1,51,0,11,0,11.0
Cullen Jenkins,1637,DI,PHI,16,3,1,,1,1,24,1,0,63.0,59.1,65.0,70.8,44.3,39.8,1,25,0,0,,20.0,6,0,2,0.0,0,4,0,0,0,0,625,625,1,548,0,73,0,0,388,237,0,18,21,4,0,30,0,0,0,
Quintin Mikell,1662,S,SL,16,11,1,76.6,0,5,26,1,0,63.0,88.1,62.4,97.4,86.8,75.8,2,9,0,0,46,12.0,13,1,1,107.9,36,3,0,502,11,547,1021,0,0,0,0,0,382,1021,65,409,126,39,84,4,47,14,0,474,211,13.2
Shaun Smith,1702,DI,KC,8,1,0,,0,0,16,0,0,,60.9,34.6,49.0,69.2,74.8,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,131,131,0,0,0,131,0,0,46,85,0,7,11,1,0,0,0,0,0,
Tracy White,1716,LB,NE,9,1,0,80.0,0,0,19,0,0,71.2,73.2,74.6,76.7,63.0,38.0,1,1,0,0,11,21.4,3,0,0,90.8,4,0,0,52,2,39,71,9,0,0,9,0,0,62,5,27,8,5,10,0,5,2,0,29,11,7.3
DeAngelo Hall,1729,CB,WAS,17,10,1,66.7,0,0,32,1,0,66.9,67.6,11.0,71.6,72.0,58.3,1,11,0,4,54,13.6,14,9,7,90.2,76,1,0,83,574,695,1114,0,0,0,0,0,54,1114,51,368,403,26,79,5,114,13,3,1050,365,13.8
Dunta Robinson,1731,CB,ATL,18,11,0,67.3,1,2,2,0,0,61.1,69.7,90.4,90.4,90.1,65.0,0,1,0,1,65,12.1,13,7,3,103.0,70,2,0,57,885,624,1045,0,0,0,0,0,11,1045,9,412,92,34,83,6,104,3,4,898,310,12.8
Jonathan Vilma,1733,LB,NO,11,15,0,72.2,0,0,20,0,0,59.2,57.7,74.0,69.6,53.7,41.5,0,5,1,1,26,18.4,9,1,0,70.8,13,1,0,395,1,152,406,3,0,0,3,0,0,403,37,217,7,18,25,4,18,6,0,137,104,10.5
D.J. Williams,1738,LB,DEN,8,5,0,53.8,0,0,10,0,0,81.5,79.0,76.7,45.7,74.7,86.4,0,0,0,0,61,0.0,0,1,0,104.3,7,0,0,150,0,73,159,3,0,0,3,0,0,156,23,63,6,9,12,2,13,0,1,99,68,14.1
Will Smith,1739,ED,NO,16,14,1,100.0,0,0,20,1,0,47.8,56.0,67.8,53.7,64.7,70.2,7,23,0,0,18,4.1,2,0,2,113.5,4,7,0,14,0,14,986,971,3,24,10,934,0,15,585,387,1,28,33,6,4,37,0,45,23,11.3
Vince Wilfork,1742,DI,NE,18,10,4,50.0,1,2,19,4,0,69.6,65.8,32.4,63.5,65.6,74.8,4,23,0,0,-4,8.0,4,1,7,56.3,1,3,0,0,0,3,1019,1019,95,369,0,552,0,0,636,380,0,38,36,7,2,30,0,-4,3,-4.0
Jason Babin,1748,ED,JAX,16,4,0,100.0,2,4,15,1,0,63.2,72.6,0.0,79.0,65.8,79.6,13,25,0,0,14,3.4,1,0,9,158.3,1,8,0,13,0,9,653,640,0,1,14,625,0,13,401,243,0,25,24,5,1,46,1,14,11,14.0
Chris Gamble,1749,CB,CAR,4,3,0,61.5,0,0,5,0,0,64.6,65.2,83.6,60.0,63.5,58.7,0,0,0,0,21,12.5,2,1,1,102.7,8,0,0,20,253,171,280,0,0,0,0,0,1,280,1,108,6,3,11,0,13,0,1,74,33,9.3
Karlos Dansby,1754,LB,MIA,16,20,2,68.5,0,0,17,0,0,67.2,76.0,84.4,56.6,84.0,84.4,2,8,0,0,31,6.8,9,6,1,102.0,50,1,0,1045,8,570,1101,7,1,0,6,0,12,1094,126,405,29,59,103,6,73,11,2,590,332,11.8
Daryl Smith,1760,LB,JAX,2,1,0,75.0,0,0,15,0,0,43.3,55.0,71.8,66.4,64.1,54.3,1,1,0,0,14,25.0,2,0,0,101.0,3,0,0,99,0,44,116,1,0,0,1,0,0,115,14,58,16,4,5,0,4,2,0,35,26,11.7
Dwan Edwards,1772,DI,CAR,14,10,1,,1,1,5,0,0,64.9,57.5,67.0,60.9,52.5,60.5,7,13,0,0,,11.9,5,0,2,0.0,0,6,0,0,0,1,703,703,30,579,0,93,0,0,419,283,0,30,27,2,0,26,0,0,0,
Madieu Williams,1777,S,WAS,17,20,0,65.0,0,0,32,0,0,54.2,58.7,39.0,66.5,68.9,60.6,1,2,1,1,77,15.3,17,5,3,98.8,26,1,0,165,4,707,1094,0,0,0,0,0,892,1094,21,366,33,21,74,1,40,4,2,348,178,13.4
Shawntae Spencer,1779,CB,OAK,2,0,0,50.0,0,0,23,0,0,64.3,62.3,81.3,,51.4,37.9,0,0,0,0,25,25.0,1,0,1,61.1,3,0,0,9,97,65,111,0,0,0,0,0,3,111,0,46,2,3,3,1,6,0,0,25,10,8.3
