player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Kenny Stills,7926,WR,MIA,15,16.9,2,61.7,72.7,8,11,1,7.5,3,27,17,0,64.1,79.0,64.4,,66.3,0.0,0,2,75,0.0,0,467,6,37,93.1,435,35.8,167,111.3,60,6,64.0,299,553,135,3.6,14.9,1.27
Kendrick Bourne,12270,WR,SF,16,9.2,5,70.0,35.7,5,14,0,10.6,5,30,28,1,52.6,45.4,66.6,72.9,65.5,1.0,4,2,33,0.5,2,398,2,42,92.0,366,25.4,101,102.6,60,4,73.4,292,487,152,3.6,11.6,1.33
Marvin Jones Jr.,7158,WR,DET,9,15.8,2,59.3,44.4,4,9,0,5.4,2,27,11,0,81.3,77.7,71.9,,71.5,0.0,0,2,39,0.0,0,365,4,35,94.2,344,16.2,59,101.5,59,5,83.8,306,508,103,2.9,14.5,1.48
Jarius Wright,7118,WR,CAR,16,5.8,6,75.4,62.5,5,8,0,6.5,3,25,5,3,68.3,19.5,63.7,,63.0,0.5,2,2,33,0.0,0,409,1,43,94.6,387,87.3,357,88.9,57,1,12.0,49,447,205,4.8,10.4,1.16
Randall Cobb,6216,WR,GB,9,8.0,5,66.7,50.0,2,4,1,9.5,4,18,12,1,56.7,42.6,60.2,,62.3,2.2,8,0,75,0.0,0,360,1,38,94.2,339,88.1,317,97.3,57,2,9.2,33,383,240,6.3,10.1,1.13
Taywan Taylor,11827,WR,TEN,13,13.6,5,67.3,37.5,3,8,0,11.9,5,19,31,1,48.1,29.3,70.0,,68.4,0.0,0,1,55,0.0,0,268,1,37,92.9,249,17.2,46,91.9,55,1,82.5,221,466,175,4.7,12.6,1.87
John Ross,11764,WR,CIN,13,15.1,3,38.2,37.5,3,8,0,25.0,7,13,7,0,27.1,76.0,49.4,,50.6,0.5,2,5,39,0.0,0,400,2,21,92.0,368,12.8,51,51.5,55,7,86.8,347,210,59,2.8,10.0,0.57
Chris Herndon,47164,TE,NYJ,16,10.6,3,72.2,63.6,7,11,0,4.9,2,25,22,1,74.8,34.5,74.8,70.0,78.7,44.0,166,2,32,16.2,61,377,2,39,80.6,304,42.4,160,110.3,54,4,11.4,43,502,187,4.8,12.9,1.65
Anthony Miller,48160,WR,CHI,14,11.6,2,61.1,62.5,5,8,0,10.8,4,19,6,0,53.4,80.9,60.4,,61.6,2.1,8,1,55,0.0,0,385,6,33,93.8,361,68.8,265,117.5,54,7,28.8,111,423,173,5.2,12.8,1.17
Joe Mixon,11803,HB,CIN,14,-0.2,7,79.6,0.0,0,1,0,8.5,4,14,7,0,60.5,91.1,77.8,39.3,60.3,0.0,0,1,21,12.8,43,336,0,43,81.5,274,5.1,17,88.0,54,1,6.3,21,296,340,7.9,6.9,1.08
Sammy Watkins,8639,WR,KC,10,8.9,8,75.5,33.3,2,6,0,4.8,2,24,16,0,75.0,34.6,73.5,69.0,74.2,1.0,3,0,50,0.3,1,308,2,40,92.9,286,39.3,121,124.6,53,3,59.7,184,519,235,5.9,13.0,1.81
Chris Thompson,7936,HB,WAS,10,1.1,8,78.8,0.0,0,2,0,6.8,3,12,32,0,66.8,57.1,58.8,53.0,60.0,1.6,4,0,23,14.2,36,254,0,41,81.1,206,5.9,15,94.6,52,1,13.8,35,268,228,5.6,6.5,1.3
Ryan Grant,8777,WR,IND,14,9.5,3,67.3,38.5,5,13,1,7.9,3,18,14,0,63.4,77.6,59.1,66.5,57.7,0.2,1,1,23,0.2,1,422,3,35,93.8,396,12.1,51,83.3,52,1,87.7,370,334,89,2.5,9.5,0.84
Chris Hogan,6468,WR,NE,16,13.1,1,68.6,50.0,3,6,2,5.4,2,22,19,0,71.6,77.4,55.6,67.0,56.9,0.0,0,1,63,0.4,2,520,4,35,95.2,495,48.3,251,114.2,51,3,51.7,269,532,193,5.5,15.2,1.07
Rashard Higgins,10806,WR,CLV,13,12.0,2,76.5,44.4,4,9,1,7.1,3,27,8,2,65.5,22.5,68.1,,68.2,0.3,1,2,40,0.0,0,344,3,39,92.4,318,29.4,101,122.3,51,4,70.3,242,572,152,3.9,14.7,1.8
David Moore,11981,WR,SEA,16,16.9,2,52.0,41.2,7,17,0,7.1,2,18,29,2,64.3,21.7,65.4,,64.9,0.0,0,2,54,0.0,0,346,3,26,93.1,322,5.2,18,99.2,50,5,94.8,328,445,89,3.4,17.1,1.38
Cooper Kupp,11824,WR,LA,8,8.8,6,81.6,40.0,2,5,0,4.8,2,25,26,0,75.0,80.6,77.3,79.9,79.1,0.4,1,1,70,2.6,7,271,0,40,92.3,250,70.1,190,145.9,49,6,29.5,80,566,304,7.6,14.2,2.26
Josh Reynolds,11872,WR,LA,16,13.9,3,59.2,40.0,4,10,0,0.0,0,23,26,0,87.6,77.4,68.9,82.2,68.3,0.5,2,4,33,5.4,20,368,1,29,88.3,325,29.9,110,85.6,49,5,69.3,255,402,132,4.6,13.9,1.24
Gerald Everett,11799,TE,LA,16,7.0,5,68.8,66.7,4,6,0,2.9,1,17,26,0,81.5,78.2,82.4,63.1,79.7,48.4,135,1,40,5.7,16,279,0,33,88.5,247,12.9,36,99.3,48,3,38.4,107,320,144,4.4,9.7,1.3
Cameron Brate,9207,TE,TB,16,9.0,0,62.5,40.0,6,15,1,9.1,3,18,30,1,59.7,27.7,53.1,70.1,52.4,32.7,132,2,21,1.0,4,404,5,30,91.1,368,55.9,226,101.5,48,6,10.6,43,289,57,1.9,9.6,0.79
Dalvin Cook,11796,HB,MIN,11,-2.1,18,83.3,50.0,1,2,0,7.0,3,15,18,0,66.9,43.2,72.6,84.1,67.7,1.2,4,0,27,23.1,78,337,0,40,72.4,244,3.9,13,107.0,48,2,2.7,9,305,383,9.6,7.6,1.25
Devontae Booker,10770,HB,DEN,16,2.1,10,79.2,50.0,1,2,1,2.6,1,9,10,1,82.6,57.8,64.6,30.0,67.2,5.4,15,0,30,14.1,39,277,1,38,81.6,226,7.6,21,90.5,48,0,8.3,23,275,233,6.1,7.2,1.22
Mark Andrews,47436,TE,BLT,16,11.2,1,70.8,20.0,2,10,1,8.1,3,28,3,0,61.2,77.1,75.7,39.2,78.0,29.7,88,0,74,1.7,5,296,5,34,92.6,274,56.1,166,129.9,48,3,11.8,35,552,198,5.8,16.2,2.01
Ian Thomas,42130,TE,CAR,12,7.0,2,76.6,75.0,3,4,0,10.0,4,20,5,0,54.6,77.4,53.3,72.7,57.3,23.7,84,2,31,5.1,18,355,2,36,88.7,315,56.6,201,91.9,47,2,18.0,64,333,150,4.2,9.3,1.06
Austin Ekeler,12164,HB,LAC,14,0.7,12,83.0,75.0,3,4,0,4.9,2,18,27,1,73.3,89.6,84.2,71.0,85.9,1.4,3,0,44,5.8,12,208,0,39,91.3,190,10.6,22,123.8,47,3,18.3,38,404,414,10.6,10.4,2.13
Laquon Treadwell,10657,WR,MIN,15,6.0,4,74.5,40.0,4,10,0,12.5,5,16,18,0,45.1,77.3,51.3,,52.1,0.0,0,2,22,0.0,0,386,2,35,95.3,368,21.2,82,80.3,47,1,78.8,304,302,118,3.4,8.6,0.82
Chris Conley,9509,WR,KC,16,9.0,5,68.1,50.0,2,4,0,13.5,5,18,16,2,45.1,21.9,55.8,71.9,52.8,2.9,16,1,27,0.9,5,559,4,32,91.8,513,51.7,289,115.0,47,5,44.7,250,334,132,4.1,10.4,0.65
O.J. Howard,11774,TE,TB,10,11.6,5,72.3,45.5,5,11,0,5.6,2,28,30,0,70.8,77.3,88.9,75.4,90.0,42.1,123,4,75,10.3,30,292,1,34,86.6,253,49.7,145,112.5,47,5,7.9,23,565,217,6.4,16.6,2.23
Tajae Sharpe,10774,WR,TEN,16,11.9,1,56.5,44.4,4,9,0,7.1,2,22,31,0,64.3,76.0,61.7,67.6,61.6,0.0,0,3,28,0.6,2,351,3,26,93.4,328,49.0,172,65.1,46,2,51.0,179,316,80,3.1,12.2,0.96
DaeSean Hamilton,45416,WR,DEN,14,8.7,1,66.7,42.9,3,7,0,6.3,2,16,10,0,67.3,78.7,60.1,,60.4,2.4,7,1,24,0.0,0,292,1,30,94.9,277,63.4,185,85.7,45,2,34.2,100,243,71,2.4,8.1,0.88
Ryan Switzer,11888,WR,PIT,16,3.4,2,81.8,57.1,4,7,0,5.3,2,15,25,0,72.0,90.3,63.0,,62.4,0.0,0,0,24,0.0,0,260,0,36,93.1,242,73.1,190,98.2,44,1,18.8,49,253,136,3.8,7.0,1.05
Jeff Heuerman,9525,TE,DEN,11,6.0,4,70.5,40.0,2,5,0,8.8,3,14,10,0,60.0,76.9,61.3,64.1,56.3,58.2,196,2,36,20.8,70,337,1,31,73.0,246,24.9,84,83.6,44,2,12.2,41,281,149,4.8,9.1,1.14
Jamison Crowder,9538,WR,WAS,9,9.9,2,65.9,37.5,3,8,0,9.4,3,15,32,0,58.8,79.1,60.9,,61.4,0.3,1,1,79,0.0,0,290,1,29,91.7,266,76.6,222,99.4,44,2,22.8,66,388,212,7.3,13.4,1.46
Antonio Gates,1609,TE,LAC,16,8.7,5,63.6,33.3,2,6,0,0.0,0,19,27,1,88.0,27.5,69.8,72.8,69.9,13.8,39,1,27,5.7,16,283,2,28,88.0,249,60.4,171,92.3,44,2,25.8,73,333,121,4.3,11.9,1.34
Robert Foster,48230,WR,BUF,13,21.0,0,61.4,55.6,5,9,0,3.6,1,20,4,0,75.5,75.9,72.1,,73.3,0.0,0,0,75,0.0,0,282,3,27,93.3,263,13.5,38,127.2,44,3,86.2,243,541,160,5.9,20.0,2.06
Phillip Lindsay,12660,HB,DEN,15,-1.1,7,79.5,0.0,0,2,0,10.3,4,12,10,0,48.0,90.9,82.4,63.1,63.1,1.3,3,0,29,14.0,33,236,1,35,78.4,185,12.3,29,97.1,44,1,6.8,16,241,303,8.7,6.9,1.3
Zach Pascal,12303,WR,IND,16,10.1,1,61.4,46.2,6,13,0,3.6,1,15,14,0,76.7,81.3,60.9,45.6,59.3,1.7,5,2,28,1.0,3,290,4,27,91.7,266,39.3,114,74.8,44,2,58.6,170,268,79,2.9,9.9,1.01
Benjamin Watson,1753,TE,NO,16,10.4,0,79.5,75.0,9,12,0,5.4,2,21,20,0,71.4,77.4,71.4,72.9,71.8,37.4,114,1,32,14.1,43,305,1,35,81.0,247,47.5,145,110.2,44,2,14.1,43,400,84,2.4,11.4,1.62
Maurice Harris,11035,WR,WAS,11,11.1,0,63.6,60.0,3,5,0,3.4,1,12,32,0,76.1,79.2,55.9,,56.0,1.3,4,3,42,0.0,0,299,1,28,96.3,288,48.8,146,55.5,44,0,49.5,148,304,89,3.2,10.9,1.06
Tre'Quan Smith,48228,WR,NO,15,12.8,3,65.1,60.0,6,10,0,6.7,2,22,20,0,65.8,76.1,68.7,66.1,68.5,0.3,1,0,62,0.3,1,340,2,28,93.8,319,29.1,99,136.5,43,5,70.6,240,427,110,3.9,15.3,1.34
Dallas Goedert,47272,TE,PHI,16,8.0,4,76.7,50.0,5,10,0,5.7,2,15,24,0,70.5,77.1,74.0,60.8,70.5,59.6,177,2,32,18.2,54,297,5,33,78.1,232,25.3,75,110.0,43,4,14.5,43,334,177,5.4,10.1,1.44
Phillip Dorsett,9462,WR,NE,16,12.1,5,74.4,33.3,1,3,0,5.9,2,17,19,0,68.8,77.8,67.0,,65.8,0.0,0,3,20,0.0,0,237,0,32,96.2,228,19.4,46,86.4,43,3,80.2,190,290,102,3.2,9.1,1.27
DeVante Parker,9447,WR,MIA,11,13.5,3,55.8,30.0,3,10,0,4.0,1,14,17,0,74.2,75.5,69.2,65.5,68.2,0.0,0,1,46,0.4,1,245,0,24,92.2,226,20.0,49,76.6,43,1,80.0,196,309,97,4.0,12.9,1.37
Jacquizz Rodgers,6297,HB,TB,16,1.7,9,88.4,50.0,1,2,1,0.0,0,13,30,1,90.0,52.6,65.1,49.7,68.5,0.3,1,1,24,22.4,73,326,1,38,71.8,234,0.0,0,86.4,43,0,1.8,6,304,242,6.4,8.0,1.3
Ryan Griffin,7982,TE,HST,14,8.5,2,57.1,37.5,3,8,0,7.7,2,15,13,0,63.4,75.5,56.0,54.4,56.3,42.2,196,1,47,17.2,80,465,4,24,78.3,364,48.2,224,70.0,42,0,6.9,32,305,152,6.3,12.7,0.84
Will Fuller V,10655,WR,HST,7,15.0,1,76.2,75.0,3,4,0,0.0,0,23,13,0,89.0,77.1,81.2,65.7,81.1,0.4,1,0,73,0.4,1,250,1,32,90.0,225,22.4,56,147.2,42,4,77.2,193,503,165,5.2,15.7,2.24
Mike Davis,9559,HB,SEA,15,0.0,8,81.0,0.0,0,2,0,5.6,2,10,29,0,71.4,90.0,75.1,55.3,67.2,0.0,0,1,18,17.2,42,244,0,34,76.2,186,1.6,4,85.9,42,1,7.0,17,214,240,7.1,6.3,1.15
Bruce Ellington,8741,WR,DET,7,4.9,1,73.8,0.0,0,5,0,8.8,3,14,11,0,60.9,78.6,68.3,,68.3,0.0,0,0,23,0.0,0,189,0,31,92.6,175,61.4,116,93.8,42,1,38.1,72,224,110,3.5,7.2,1.28
Chad Williams,11853,WR,ARZ,10,13.6,0,40.5,41.7,5,12,0,15.0,3,9,1,0,41.6,74.0,53.7,65.7,52.7,0.0,0,2,22,0.3,1,299,0,17,95.0,284,7.7,23,40.9,42,1,92.3,276,171,18,1.1,10.1,0.6
Giovani Bernard,7818,HB,CIN,12,0.1,3,85.4,50.0,1,2,1,5.4,2,8,7,0,72.2,86.0,68.1,63.3,67.4,0.0,0,0,26,17.0,44,259,2,35,75.3,195,4.6,12,88.8,41,0,9.7,25,218,237,6.8,6.2,1.12
Pierre Garcon,4519,WR,SF,8,9.5,2,58.5,41.7,5,12,0,14.3,4,14,28,0,41.9,75.3,64.3,66.2,62.1,0.4,1,1,25,0.4,1,240,0,24,94.2,226,24.2,58,77.9,41,1,75.4,181,286,99,4.1,11.9,1.27
LeSean McCoy,4976,HB,BUF,13,-1.0,10,82.9,0.0,0,1,1,8.1,3,10,4,0,62.3,90.5,60.9,50.4,63.3,0.0,0,1,24,19.4,57,294,3,34,76.5,225,5.4,16,80.7,41,0,8.2,24,238,294,8.6,7.0,1.06
Marquise Goodwin,7859,WR,SF,11,14.3,2,56.1,37.5,3,8,0,4.2,1,19,28,1,73.5,20.1,62.7,,63.8,0.4,1,4,67,0.0,0,264,1,23,94.3,249,22.3,59,81.9,41,4,76.9,203,395,130,5.7,17.2,1.59
Nick Vannett,10728,TE,SEA,15,6.5,1,72.5,40.0,2,5,0,3.3,1,17,29,1,76.7,27.0,64.0,45.8,66.1,49.3,132,0,32,13.4,36,268,5,29,81.7,219,35.4,95,115.5,40,3,14.2,38,269,138,4.8,9.3,1.23
Dante Pettis,48113,WR,SF,11,12.1,6,67.5,33.3,1,3,0,3.6,1,19,28,0,65.2,80.3,68.5,,69.8,0.3,1,2,75,0.0,0,286,1,27,91.3,261,38.5,110,125.7,40,5,60.1,172,467,214,7.9,17.3,1.79
Tevin Coleman,9506,HB,ATL,16,1.3,3,80.0,0.0,0,1,0,5.9,2,15,2,1,69.5,63.6,65.7,60.8,60.6,0.3,1,0,39,21.2,84,397,1,32,74.6,296,5.3,21,135.0,40,5,8.1,32,276,273,8.5,8.6,0.93
Tim Patrick,12087,WR,DEN,16,10.8,3,57.5,28.6,2,7,2,14.8,4,14,10,2,41.4,26.6,60.2,62.0,60.0,3.8,10,1,26,0.4,1,263,3,23,93.2,245,30.0,79,80.7,40,1,65.4,172,315,113,4.9,13.7,1.29
Javorius Allen,9558,HB,BLT,12,1.1,9,87.5,0.0,0,1,0,2.8,1,11,3,1,71.4,53.5,62.8,59.8,62.7,0.4,1,1,17,20.2,50,247,2,35,74.1,183,8.1,20,93.3,40,2,11.7,29,196,190,5.4,5.6,1.07
Greg Olsen,3647,TE,CAR,9,8.9,0,69.2,85.7,6,7,0,3.6,1,18,5,0,75.5,75.9,65.8,63.2,68.6,23.6,66,1,23,8.2,23,280,0,27,87.9,246,56.8,159,114.4,39,4,17.5,49,291,89,3.3,10.8,1.18
Jesse James,9593,TE,PIT,16,7.9,0,76.9,60.0,3,5,1,6.3,2,17,25,0,67.3,76.5,65.2,75.8,62.3,74.3,255,1,51,10.8,37,343,3,30,83.1,285,21.3,73,117.8,39,2,3.2,11,423,184,6.1,14.1,1.48
Dontrelle Inman,6597,WR,IND,9,11.2,1,73.7,45.5,5,11,0,9.7,3,15,14,0,66.0,76.1,67.8,,65.8,0.0,0,0,29,0.0,0,242,0,28,93.8,227,36.0,87,123.1,38,3,64.0,155,304,58,2.1,10.9,1.34
Keke Coutee,47698,WR,HST,6,4.7,2,73.7,50.0,1,2,0,9.7,3,13,13,0,55.9,77.0,64.7,62.4,65.1,0.0,0,2,40,0.6,1,178,0,28,93.8,167,70.2,125,81.8,38,1,28.1,50,287,211,7.5,10.3,1.72
Trent Taylor,11932,WR,SF,14,6.6,1,68.4,40.0,2,5,0,7.1,2,11,28,0,65.0,82.0,56.2,62.3,56.5,0.0,0,2,23,0.4,1,263,2,26,91.6,241,71.9,189,69.5,38,1,25.9,68,215,103,4.0,8.3,0.89
Kyle Juszczyk,7912,FB,SF,16,4.9,4,81.1,60.0,3,5,0,3.2,1,15,28,1,77.3,22.4,69.1,73.2,65.5,8.1,30,0,56,25.8,96,372,4,30,70.2,261,11.6,43,112.2,37,1,12.1,45,324,177,5.9,10.8,1.24
Kerryon Johnson,34455,HB,DET,10,-0.5,8,86.5,0.0,0,1,0,0.0,0,11,11,0,88.3,72.4,80.2,69.7,80.6,0.0,0,0,24,15.5,33,213,0,32,79.3,169,1.9,4,99.7,37,1,8.5,18,213,270,8.4,6.7,1.26
James Washington,47792,WR,PIT,14,17.3,1,44.4,44.4,4,9,2,5.9,1,10,25,0,68.7,73.9,49.2,,50.5,1.5,6,0,47,0.0,0,402,4,16,94.8,381,13.7,55,73.5,36,1,84.8,341,217,55,3.4,13.6,0.57
Albert Wilson,8943,WR,MIA,7,7.8,9,72.2,0.0,0,2,0,3.7,1,11,17,0,77.8,78.8,82.5,61.6,82.7,0.0,0,3,75,0.7,1,145,1,26,89.0,129,33.1,48,109.8,36,4,64.1,93,391,345,13.3,15.0,3.03
Ty Montgomery,9527,HB,BLT,13,1.6,4,69.4,0.0,0,1,0,3.8,1,8,3,0,75.5,28.2,68.6,62.3,71.1,1.5,3,1,43,17.4,34,195,0,25,77.9,152,7.2,14,75.6,36,0,7.2,14,235,220,8.8,9.4,1.55
James O'Shaughnessy,9606,TE,JAX,14,6.5,5,68.6,25.0,1,4,0,4.0,1,10,15,0,73.5,75.3,60.1,49.1,53.6,59.6,190,2,17,9.4,30,319,5,24,87.1,278,28.8,92,60.9,35,0,9.1,29,214,119,5.0,8.9,0.77
Vernon Davis,2951,TE,WAS,14,11.6,8,71.4,44.4,4,9,0,7.4,2,16,32,0,64.1,75.7,61.0,66.7,73.1,59.8,147,1,53,13.0,32,246,5,25,80.1,197,25.6,63,112.4,35,2,13.8,34,367,173,6.9,14.7,1.86
Blake Jarwin,12320,TE,DAL,16,8.9,3,77.1,62.5,5,8,0,10.0,3,16,9,0,56.1,76.1,68.8,55.0,67.0,38.2,100,2,39,6.5,17,262,2,27,87.4,229,55.3,145,107.7,35,3,3.1,8,307,113,4.2,11.4,1.34
Matt LaCosse,9840,TE,DEN,13,5.7,1,70.6,0.0,0,3,0,4.0,1,11,10,0,74.2,76.0,57.1,63.4,59.8,43.4,112,1,44,16.3,42,258,0,24,79.1,204,36.4,94,89.1,34,1,17.4,45,250,148,6.2,10.4,1.23
Lamar Miller,7097,HB,HST,14,0.8,3,73.5,0.0,0,1,0,3.8,1,8,13,1,75.5,81.8,73.7,78.5,49.7,0.0,0,2,16,22.1,85,385,2,25,71.7,276,4.7,18,68.6,34,1,15.1,58,163,176,7.0,6.5,0.59
Equanimeous St. Brown,47967,WR,GB,11,14.4,1,61.8,0.0,0,3,1,0.0,0,13,12,0,84.1,75.0,64.3,,63.8,1.1,3,0,54,0.0,0,265,2,21,94.7,251,27.5,73,93.8,34,0,71.3,189,328,116,5.5,15.6,1.31
Kareem Hunt,11841,HB,KC,11,1.7,10,78.8,50.0,2,4,0,10.3,3,17,16,0,55.9,90.6,81.6,69.8,69.3,0.0,0,0,67,5.9,17,289,2,26,87.9,254,3.8,11,154.0,33,7,10.7,31,378,346,13.3,14.5,1.49
Jamaal Williams,11889,HB,GB,16,-0.7,4,81.8,0.0,0,4,0,0.0,0,11,12,0,86.9,90.0,67.5,76.6,63.6,0.0,0,0,26,24.9,96,386,0,27,71.2,275,2.6,10,93.2,33,0,2.8,11,210,230,8.5,7.8,0.76
Allen Hurns,8931,WR,DAL,16,14.5,3,60.6,75.0,6,8,0,4.8,1,11,9,1,70.5,24.8,64.5,65.7,65.0,1.5,4,0,49,0.4,1,269,1,20,93.3,251,16.7,45,110.0,33,2,81.4,219,295,80,4.0,14.8,1.18
Paul Richardson Jr.,8680,WR,WAS,7,13.1,2,60.6,12.5,1,8,0,0.0,0,12,32,0,83.6,74.8,64.7,,64.1,0.0,0,0,46,0.0,0,254,0,20,93.3,237,30.3,77,105.9,33,2,68.9,175,262,52,2.6,13.1,1.11
Jason Croom,12145,TE,BUF,15,8.1,4,66.7,37.5,3,8,0,8.3,2,10,4,2,60.5,18.1,52.1,61.3,54.0,48.9,108,2,26,10.4,23,221,2,22,85.1,188,42.5,94,85.3,33,2,8.1,18,259,138,6.3,11.8,1.38
Rhett Ellison,7128,TE,NYG,14,6.4,2,78.1,50.0,2,4,0,7.4,2,13,21,0,64.1,75.7,64.4,62.6,56.3,67.4,219,0,29,21.5,70,325,1,25,75.4,245,26.8,87,112.5,32,1,3.7,12,272,130,5.2,10.9,1.11
Wendell Smallwood,10787,HB,PHI,15,0.2,2,87.5,,0,0,0,9.7,3,9,24,1,57.0,66.9,56.2,47.5,52.2,0.4,1,0,36,8.9,20,224,0,28,87.9,197,4.0,9,117.4,32,2,12.5,28,230,237,8.5,8.2,1.17
Jack Doyle,8520,TE,IND,6,5.6,0,81.3,75.0,3,4,0,0.0,0,14,14,1,74.9,26.2,72.5,74.4,66.7,46.4,85,1,20,8.7,16,183,3,26,86.9,159,42.1,77,106.4,32,2,8.7,16,245,115,4.4,9.4,1.54
Charles Clay,6326,TE,BUF,13,9.5,1,65.6,50.0,3,6,0,8.7,2,11,4,1,61.5,25.3,56.6,73.8,55.2,43.6,127,2,21,11.3,33,291,2,21,82.1,239,47.4,138,54.7,32,0,6.2,18,184,69,3.3,8.8,0.77
Aldrick Robinson,6330,WR,MIN,14,19.3,1,53.1,33.3,2,6,0,10.5,2,12,18,0,54.3,74.2,61.8,,61.4,0.0,0,1,40,0.0,0,187,1,17,93.6,175,26.2,49,103.0,32,5,73.8,138,231,40,2.4,13.6,1.32
Aaron Jones,11937,HB,GB,12,-0.4,7,81.3,66.7,2,3,0,7.1,2,12,12,0,64.1,73.4,80.7,87.6,62.6,0.0,0,0,24,12.1,29,239,3,26,85.4,204,3.3,8,103.9,32,1,3.3,8,206,225,8.7,7.9,1.01
DJ Chark Jr.,47702,WR,JAX,11,10.8,1,45.2,37.5,3,8,0,26.3,5,6,15,1,28.1,25.9,52.4,72.4,51.6,0.0,0,1,38,0.5,1,199,0,14,97.0,193,13.6,27,49.7,31,0,85.9,171,174,38,2.7,12.4,0.9
Matt Breida,12271,HB,SF,13,2.5,4,87.1,0.0,0,1,0,0.0,0,12,28,0,86.5,76.0,75.8,49.0,90.1,1.1,2,0,26,10.0,19,190,0,27,84.2,160,8.4,16,123.3,31,2,13.2,25,261,231,8.6,9.7,1.63
Nick Boyle,9604,TE,BLT,16,3.5,3,74.2,0.0,0,1,0,11.5,3,10,3,0,52.9,75.5,67.8,68.1,60.8,66.9,180,1,25,32.7,88,269,4,23,62.8,169,19.7,53,79.1,31,0,2.2,6,213,144,6.3,9.3,1.26
Jakeem Grant Sr.,10820,WR,MIA,10,8.8,2,67.7,33.3,1,3,1,4.5,1,13,17,0,71.3,85.7,70.5,,71.0,0.0,0,1,52,0.0,0,175,3,21,93.7,164,21.7,38,102.6,31,2,75.4,132,268,142,6.8,12.8,1.63
Mike Gesicki,47153,TE,MIA,16,8.8,3,71.0,57.1,4,7,1,0.0,0,9,17,1,84.5,25.0,50.2,42.4,54.0,51.6,143,1,27,17.7,49,277,1,22,78.7,218,23.8,66,74.9,31,0,23.1,64,202,101,4.6,9.2,0.93
Ito Smith,45932,HB,ATL,13,-0.5,4,90.0,100.0,1,1,2,0.0,0,9,2,0,76.1,67.0,68.8,55.6,68.9,0.0,0,0,20,14.4,29,202,2,27,81.2,164,5.9,12,87.8,30,0,8.9,18,152,163,6.0,5.6,0.93
Elijah McGuire,11943,HB,NYJ,8,4.1,9,63.3,0.0,0,2,0,20.8,5,10,22,0,29.2,44.0,54.9,63.4,50.9,0.5,1,0,20,19.4,39,201,0,19,76.6,154,2.0,4,92.8,30,1,8.5,17,193,174,9.2,10.2,1.25
Marcell Ateman,23670,WR,OAK,7,12.0,0,50.0,44.4,4,9,0,11.8,2,7,23,0,51.2,73.0,53.5,,54.2,0.0,0,0,32,0.0,0,232,2,15,95.7,222,17.7,41,76.3,30,1,82.3,191,154,34,2.3,10.3,0.69
Geoff Swaim,9679,TE,DAL,9,3.6,2,86.7,40.0,2,5,0,0.0,0,11,9,0,86.1,75.7,55.8,31.8,56.8,53.4,158,0,43,13.2,39,296,2,26,82.4,244,40.9,121,111.4,30,1,4.1,12,242,165,6.3,9.3,0.99
Demarcus Robinson,10760,WR,KC,16,12.2,4,73.3,0.0,0,2,0,8.3,2,12,16,0,60.5,75.5,58.6,,60.4,0.4,1,1,89,0.0,0,270,4,22,93.3,252,19.3,52,128.9,30,4,80.0,216,288,113,5.1,13.1,1.14
Deonte Thompson,7513,WR,BUF,13,12.4,0,56.7,57.1,4,7,0,10.5,2,10,4,0,55.9,76.9,68.8,,65.4,0.0,0,2,15,0.0,0,142,0,17,95.8,136,26.8,38,43.9,30,0,73.2,104,161,36,2.1,9.5,1.18
Jonnu Smith,11855,TE,TEN,13,5.9,4,69.0,75.0,3,4,0,13.0,3,9,31,1,46.4,24.3,55.1,53.9,54.2,64.9,207,2,61,16.0,51,319,2,20,79.0,252,19.7,63,102.4,29,3,11.9,38,258,183,9.2,12.9,1.02
Jaylen Samuels,47297,HB,PIT,11,-0.2,6,89.7,100.0,1,1,0,0.0,0,10,25,0,86.1,85.3,68.8,58.6,73.0,0.0,0,0,23,18.3,30,164,0,26,79.3,130,16.5,27,129.7,29,3,12.8,21,199,221,8.5,7.7,1.53
Ted Ginn Jr.,3625,WR,NO,5,17.7,1,58.6,0.0,0,1,0,10.5,2,10,20,1,56.9,26.4,67.2,,68.2,0.0,0,1,42,0.0,0,151,2,17,93.4,141,37.7,57,89.6,29,2,62.3,94,209,48,2.8,12.3,1.48
Tyler Higbee,10744,TE,LA,16,7.4,4,82.8,66.7,2,3,0,4.0,1,16,26,1,74.2,25.9,71.4,71.7,66.4,73.7,291,0,36,37.2,147,395,1,24,59.7,236,9.1,36,131.6,29,2,16.2,64,292,138,5.8,12.2,1.24
Isaiah McKenzie,11927,WR,BUF,8,8.1,5,62.1,28.6,2,7,0,5.3,1,10,4,0,70.5,51.3,67.0,,66.4,0.0,0,1,23,0.0,0,159,0,18,90.6,144,76.7,122,65.2,29,0,23.3,37,179,73,4.1,9.9,1.24
